letter-to-phoneme conversion	TechTool	0.92	0.00	0.08	0.01
finite-state morphology	TechTool	0.43	0.38	0.19	0.00
attentional mechanism	TechTool	0.60	0.00	0.39	0.01
summary sentence identification	TechTool	0.84	0.00	0.02	0.14
segment-based information	other	0.13	0.00	0.83	0.04
independence metropolis-hastings	TechTool	0.92	0.01	0.06	0.01
semi-supervised algorithm	TechTool	0.99	0.00	0.01	0.00
syntactic parse	TechTool	0.59	0.34	0.03	0.04
computational linguistics teaching	TechTool	0.54	0.10	0.34	0.02
frame disambiguation	TechTool	0.98	0.02	0.00	0.00
relational programming	TechTool	0.96	0.00	0.01	0.03
functional grammar unification	TechTool	0.98	0.00	0.00	0.02
fast matching	TechTool	0.98	0.00	0.00	0.02
dialogue state identifier	other	0.39	0.10	0.48	0.02
automated language analysis	TechTool	0.96	0.00	0.04	0.00
dico database	Linguistics	0.32	0.56	0.10	0.02
penn tag set	Linguistics	0.02	0.56	0.42	0.00
uncertainty-based strategy	TechTool	0.66	0.00	0.33	0.01
text-based dialogue	TechTool	0.55	0.25	0.18	0.03
gb parsing	TechTool	0.99	0.00	0.00	0.01
language learning and processing	TechTool	0.68	0.00	0.31	0.00
antonymy information	other	0.00	0.00	0.96	0.03
semantic parallelism	other	0.14	0.00	0.72	0.14
open domain	other	0.11	0.43	0.43	0.03
similarity judgment	DSMMM	0.01	0.00	0.14	0.85
circus system	TechTool	0.98	0.02	0.00	0.00
japanese grapheme-phoneme alignment	TechTool	0.94	0.02	0.02	0.02
real-time dialogue understanding	TechTool	0.80	0.01	0.16	0.03
reductionistic parsing	TechTool	0.97	0.00	0.01	0.02
dialogues	Linguistics	0.16	0.66	0.15	0.04
goal recognition	TechTool	0.52	0.00	0.48	0.00
tokenisation routine	TechTool	0.52	0.00	0.47	0.00
tile structure	TechTool	0.53	0.08	0.26	0.14
dynamic programming recognition	TechTool	0.99	0.00	0.01	0.00
synchronisation	other	0.18	0.13	0.52	0.16
semantic value	DSMMM	0.10	0.05	0.00	0.85
form-based resolution	TechTool	0.98	0.01	0.01	0.01
dialogue datum	other	0.23	0.21	0.43	0.13
isolatedword recognition	TechTool	0.40	0.25	0.28	0.07
concept tagging	TechTool	0.95	0.03	0.01	0.00
distributional clustering	TechTool	0.89	0.01	0.00	0.10
correspondence-guided parsing	TechTool	0.94	0.00	0.05	0.01
decision-tree generation	TechTool	0.99	0.00	0.01	0.01
rule compiler	TechTool	0.95	0.00	0.05	0.00
visual input	other	0.04	0.01	0.95	0.00
dynamic optimization	TechTool	0.99	0.00	0.00	0.01
noun hierarchy	Linguistics	0.00	0.62	0.00	0.37
backpropagation learning	TechTool	0.96	0.00	0.04	0.00
n-gram error detection	DSMMM	0.45	0.00	0.01	0.55
hypergraph parsing	TechTool	0.89	0.00	0.01	0.10
named entity disambiguation	TechTool	0.91	0.07	0.03	0.00
speaker-independent test set	Linguistics	0.05	0.71	0.21	0.03
pitch height and range	DSMMM	0.00	0.00	0.43	0.56
non-parametric switching technique	TechTool	0.85	0.00	0.09	0.06
classification hierarchy	TechTool	0.62	0.02	0.00	0.36
cross-corpus application	TechTool	0.66	0.27	0.05	0.02
word vector similarity	DSMMM	0.07	0.01	0.00	0.92
upenn chinese treebank	Linguistics	0.07	0.90	0.02	0.01
ambiguity-management	TechTool	0.98	0.00	0.02	0.00
pronoun resolution algorithm	TechTool	1.00	0.00	0.00	0.00
loss approximation	DSMMM	0.01	0.00	0.02	0.96
cross-linguistic knowledge induction	TechTool	0.86	0.00	0.13	0.00
grammar maintenance and revision	TechTool	0.95	0.00	0.03	0.02
verb sense	Linguistics	0.01	0.94	0.05	0.00
document retrieval engine	TechTool	0.96	0.00	0.00	0.04
tree insertion grammar	TechTool	0.81	0.01	0.00	0.18
Korean	Linguistics	0.19	0.61	0.16	0.05
cross-speaker model	DSMMM	0.08	0.00	0.03	0.89
chunghwa corpus	Linguistics	0.00	0.96	0.01	0.02
linguistic discourse model	DSMMM	0.03	0.11	0.00	0.86
text classification task	TechTool	0.69	0.00	0.31	0.00
wordcompletion system	TechTool	0.52	0.20	0.20	0.08
fragment combination	TechTool	0.97	0.01	0.02	0.00
fully-automatic pronoun resolution	TechTool	0.94	0.06	0.00	0.00
optimization algorithm	TechTool	0.99	0.00	0.00	0.01
parsing mechanism	TechTool	0.95	0.00	0.04	0.01
wordnet hierarchy	Linguistics	0.00	0.85	0.01	0.14
pagerank	TechTool	0.68	0.10	0.08	0.14
hyponym discovery	TechTool	0.93	0.01	0.06	0.00
bigram collocation	DSMMM	0.09	0.41	0.00	0.50
word sense dismnbiguation	TechTool	0.59	0.34	0.04	0.03
feature structure manipulation	TechTool	0.90	0.00	0.05	0.05
syntactic filter	TechTool	0.72	0.09	0.13	0.06
optimisation algorithm	TechTool	0.99	0.00	0.00	0.00
tobi annotation scheme	TechTool	0.96	0.00	0.03	0.01
single-document summarization	TechTool	0.63	0.37	0.00	0.00
tagging performance	DSMMM	0.00	0.00	0.00	0.99
id3 decision tree	TechTool	0.89	0.00	0.04	0.07
javox	TechTool	0.81	0.05	0.07	0.06
modeling vowel duration	DSMMM	0.18	0.00	0.10	0.72
metaphor processing	TechTool	0.97	0.01	0.02	0.00
semantic-head-driven generation \	TechTool	0.97	0.00	0.02	0.01
word stem	Linguistics	0.01	0.84	0.08	0.07
word sense disambignation	TechTool	0.59	0.35	0.04	0.03
chinese parsing	TechTool	0.98	0.00	0.00	0.02
grammar formalism	TechTool	0.92	0.01	0.00	0.07
messsage extraction	TechTool	0.42	0.11	0.36	0.11
apsg parsing	TechTool	0.98	0.00	0.01	0.01
error-driven transformation-based learning	TechTool	0.93	0.00	0.02	0.05
parameter-estimation	TechTool	0.94	0.00	0.00	0.06
planning-based architecture	TechTool	0.99	0.00	0.00	0.00
np saturation	DSMMM	0.06	0.24	0.34	0.36
paradigmatic morphology	Linguistics	0.01	0.69	0.26	0.04
path search	TechTool	0.64	0.00	0.01	0.35
german morphology	Linguistics	0.00	0.95	0.04	0.00
lexical frequency	Linguistics	0.00	0.48	0.18	0.34
computational terminology	Linguistics	0.01	0.47	0.45	0.07
automated hotel reservation	TechTool	0.95	0.04	0.01	0.00
prosodic nmrking	TechTool	0.65	0.10	0.14	0.11
ppm model testing	TechTool	0.69	0.00	0.00	0.31
natural-language prccesslng device	TechTool	0.91	0.02	0.05	0.01
alignment template	TechTool	0.97	0.00	0.00	0.02
web query	Linguistics	0.04	0.56	0.04	0.36
words classi cation	TechTool	0.91	0.01	0.08	0.00
ordered list	other	0.07	0.28	0.64	0.00
telegraphic text	Linguistics	0.03	0.74	0.24	0.00
slot grammars	TechTool	0.95	0.02	0.00	0.03
text-image editing and reproduction	TechTool	0.52	0.00	0.47	0.01
all-word language model	DSMMM	0.17	0.04	0.01	0.78
paraphrase matching	TechTool	0.69	0.00	0.00	0.30
cluster coordination	other	0.03	0.40	0.57	0.00
paragraph marlter	TechTool	0.58	0.09	0.10	0.23
greedy stepwise search	TechTool	0.96	0.00	0.02	0.02
ne tagger	TechTool	0.85	0.13	0.00	0.02
chinese parser	TechTool	0.95	0.04	0.00	0.01
world-knowledge	other	0.03	0.04	0.93	0.01
model reduction	TechTool	0.51	0.00	0.00	0.49
attenuated delta vector	TechTool	0.66	0.03	0.01	0.30
virtual disk	DSMMM	0.43	0.11	0.01	0.45
asymmetric textual entailment recognition	TechTool	0.59	0.00	0.38	0.02
local coherence	TechTool	0.45	0.00	0.12	0.43
decision tree algorithm	TechTool	0.98	0.00	0.01	0.01
tractable recognition	TechTool	0.95	0.00	0.05	0.00
analogical modelling	TechTool	0.92	0.00	0.03	0.05
stem weighting	TechTool	0.66	0.00	0.00	0.34
how-to guide	DSMMM	0.14	0.00	0.36	0.50
knowledge creation	TechTool	0.57	0.00	0.43	0.00
source channel model	DSMMM	0.02	0.01	0.00	0.97
elsnet resource	Linguistics	0.13	0.49	0.23	0.15
restaurant retrieval	TechTool	0.99	0.00	0.00	0.01
agreement	DSMMM	0.11	0.33	0.23	0.33
conversational implicature	TechTool	0.52	0.01	0.46	0.01
text-based tutoring system	TechTool	0.95	0.01	0.04	0.00
case linking	TechTool	0.75	0.00	0.07	0.18
tree transformation\/detransformation methodology	TechTool	0.86	0.01	0.08	0.06
spoken language translator	TechTool	0.63	0.12	0.25	0.01
viterbistyle beam search	TechTool	0.83	0.00	0.01	0.17
vector expansion	TechTool	0.91	0.00	0.00	0.09
concept selection	TechTool	0.99	0.00	0.00	0.00
english-chinese translation	TechTool	0.51	0.46	0.01	0.02
style checking	TechTool	0.75	0.00	0.08	0.17
dag-construction	TechTool	0.93	0.01	0.05	0.02
leave-one-out cross-validation	TechTool	0.89	0.10	0.01	0.01
annotation experiment	other	0.46	0.00	0.52	0.01
distributional class	Linguistics	0.07	0.52	0.06	0.35
generalization tree	DSMMM	0.17	0.00	0.02	0.82
c\/nc-value method	DSMMM	0.35	0.15	0.02	0.48
nasalization	Linguistics	0.20	0.45	0.28	0.07
stochastic region contraction	TechTool	0.97	0.01	0.01	0.01
likelihood ratio	DSMMM	0.00	0.00	0.01	0.99
english phone string	Linguistics	0.27	0.50	0.05	0.18
answer candidate	DSMMM	0.02	0.17	0.37	0.43
dcg induction	TechTool	0.97	0.00	0.03	0.00
data processing	TechTool	0.96	0.00	0.03	0.01
linguistic mapping	TechTool	0.67	0.00	0.32	0.01
tutoring system	TechTool	0.97	0.01	0.02	0.00
dialogue component	other	0.14	0.01	0.84	0.01
focus tracking \/	other	0.35	0.00	0.58	0.07
word link extension	TechTool	0.50	0.01	0.15	0.34
translation pair	TechTool	0.49	0.37	0.12	0.03
transcription error	TechTool	0.65	0.00	0.13	0.23
training anaphoricity	TechTool	0.73	0.18	0.03	0.06
recursive wrapper	TechTool	0.95	0.00	0.03	0.02
typicality	other	0.22	0.12	0.57	0.08
multi-strategy parsing	TechTool	0.99	0.00	0.01	0.00
search algorithm	TechTool	0.98	0.00	0.00	0.02
pattern ambiguity	other	0.27	0.00	0.59	0.14
ripper rule induction	TechTool	0.97	0.00	0.03	0.00
relative clause	Linguistics	0.28	0.48	0.24	0.00
demonstrative expression	Linguistics	0.09	0.50	0.02	0.39
proof scoring	TechTool	0.86	0.00	0.06	0.08
document browsing and access	TechTool	0.75	0.00	0.19	0.06
discourse plan	other	0.27	0.02	0.68	0.02
ne recognizer	TechTool	0.90	0.02	0.01	0.07
essay scoring	TechTool	0.84	0.00	0.03	0.12
political science	Linguistics	0.05	0.89	0.05	0.00
topic continuity	other	0.05	0.25	0.69	0.02
humour-generation	TechTool	0.96	0.01	0.03	0.00
stress	Linguistics	0.15	0.47	0.29	0.10
conceptual representation	TechTool	0.52	0.00	0.02	0.47
spatter parsing	TechTool	0.98	0.00	0.01	0.01
document information retrieval	TechTool	0.95	0.00	0.04	0.01
correct-prefix property parsing	TechTool	0.92	0.01	0.01	0.06
character indexing	TechTool	0.94	0.00	0.00	0.06
search tree	DSMMM	0.41	0.00	0.00	0.59
hmm state feature	TechTool	0.77	0.00	0.09	0.15
k-nearest neighbor classifier	TechTool	0.98	0.01	0.02	0.00
texttiling	TechTool	0.68	0.10	0.08	0.14
learn algorithm	TechTool	0.95	0.00	0.03	0.02
alignment-scoring technique	TechTool	0.97	0.00	0.00	0.03
connectionist parser	TechTool	0.99	0.00	0.00	0.00
character generation	TechTool	0.94	0.00	0.05	0.01
synchronous tag	TechTool	0.83	0.15	0.02	0.00
deep thought project	other	0.01	0.17	0.82	0.00
large-scale grammars	TechTool	0.90	0.05	0.00	0.04
affix list	Linguistics	0.04	0.88	0.06	0.02
weighting scheme	TechTool	0.98	0.00	0.00	0.02
feature reliability	DSMMM	0.08	0.00	0.02	0.90
language acquisition	TechTool	0.95	0.00	0.05	0.00
jsing cross-validation	TechTool	0.96	0.02	0.02	0.01
answer marking	other	0.08	0.03	0.61	0.28
boundary ambiguity	other	0.30	0.00	0.70	0.00
automatic programming	TechTool	0.99	0.00	0.01	0.00
communication language	other	0.14	0.02	0.83	0.00
node deletion	TechTool	0.88	0.01	0.11	0.01
trauslation	TechTool	0.68	0.07	0.13	0.12
abstract anaphora	other	0.11	0.44	0.45	0.00
logical reasoning	TechTool	0.96	0.00	0.04	0.00
synonym dictionary	Linguistics	0.01	0.97	0.01	0.01
word identification and lexicalization	TechTool	0.65	0.00	0.33	0.01
tag model	DSMMM	0.32	0.01	0.00	0.66
minimally-supervised learning	TechTool	0.97	0.02	0.02	0.00
computer hardware	TechTool	0.94	0.02	0.02	0.02
symmetric learning	TechTool	0.92	0.00	0.06	0.02
disjunctive unification	TechTool	0.99	0.00	0.00	0.00
word construction	TechTool	0.77	0.02	0.11	0.10
opinionated language	Linguistics	0.04	0.74	0.15	0.06
information manipulation	other	0.43	0.00	0.56	0.00
training	TechTool	0.68	0.07	0.19	0.05
game detection	TechTool	0.98	0.00	0.00	0.01
machine readable dictionary	Linguistics	0.04	0.91	0.05	0.00
situation theory	other	0.01	0.26	0.72	0.02
information search	TechTool	0.61	0.00	0.38	0.01
clause	Linguistics	0.20	0.47	0.25	0.08
accuracy rate	DSMMM	0.00	0.00	0.00	1.00
argumentative categorizer	TechTool	0.83	0.01	0.13	0.02
information retrieval and summarization	TechTool	0.96	0.00	0.03	0.01
tree method	TechTool	0.51	0.00	0.00	0.49
automatic stochastictransducer induction	TechTool	0.99	0.00	0.01	0.00
matching process	TechTool	0.78	0.00	0.21	0.01
np planning	TechTool	0.96	0.02	0.02	0.00
structures	other	0.28	0.14	0.40	0.18
tlink extraction	TechTool	0.99	0.00	0.00	0.01
salaam tagging	TechTool	0.98	0.01	0.01	0.00
phrase boundary prediction	TechTool	0.95	0.00	0.00	0.05
summarization redundancy evaluation	TechTool	0.86	0.00	0.03	0.11
speaking style	other	0.01	0.00	0.52	0.47
radical indexing	TechTool	0.99	0.00	0.00	0.01
reference planning and aggregation	TechTool	0.61	0.00	0.39	0.00
lexicalized tree-adjoining grammar	Linguistics	0.42	0.55	0.01	0.02
selective pruning	TechTool	0.94	0.00	0.00	0.06
pos tagger	TechTool	0.97	0.03	0.01	0.00
association procedure	TechTool	0.96	0.00	0.00	0.03
nominal interpretation	Linguistics	0.33	0.63	0.04	0.00
co-occurrence counting	TechTool	0.89	0.00	0.04	0.07
phonetic mapping model	DSMMM	0.29	0.00	0.05	0.66
orange evaluation	TechTool	0.55	0.01	0.00	0.44
propositional logic	TechTool	0.98	0.00	0.01	0.00
shortest-path finding	TechTool	0.92	0.00	0.01	0.06
graph connectivity	DSMMM	0.12	0.00	0.03	0.86
verb argument	Linguistics	0.00	0.82	0.18	0.00
scored dependency graph	DSMMM	0.05	0.01	0.03	0.91
multilingual corpus	Linguistics	0.03	0.97	0.00	0.00
logical metonymy	TechTool	0.54	0.34	0.11	0.01
czech morphology	Linguistics	0.00	0.94	0.06	0.00
automatic humor recognition	TechTool	0.97	0.00	0.02	0.00
process model	DSMMM	0.01	0.00	0.04	0.95
textual entailment system	TechTool	0.81	0.00	0.16	0.03
practical dialogue	Linguistics	0.17	0.51	0.31	0.00
document annotation	TechTool	0.83	0.09	0.08	0.00
viterbi parse	TechTool	0.79	0.00	0.02	0.19
meaning-based similarity	DSMMM	0.11	0.01	0.01	0.88
linear program	TechTool	0.98	0.00	0.01	0.00
sf identification	TechTool	0.98	0.01	0.01	0.00
twig knowledge-acquisition system	TechTool	0.95	0.00	0.04	0.00
latent semantic	TechTool	0.71	0.01	0.03	0.25
slot	Linguistics	0.14	0.47	0.28	0.11
non-formalized case frame	TechTool	0.48	0.01	0.36	0.15
categorisation ability	other	0.11	0.00	0.87	0.02
cd representation	DSMMM	0.46	0.00	0.03	0.51
test material	Linguistics	0.01	0.90	0.08	0.01
semantic annotation	TechTool	0.88	0.01	0.10	0.01
vector-based classification	TechTool	0.98	0.00	0.00	0.02
mobile , intelligent agent	TechTool	0.96	0.03	0.01	0.00
speaker-independent continuous speech recognition task	TechTool	0.57	0.00	0.42	0.00
syntactic features	other	0.03	0.05	0.83	0.09
pitman-yor language model	DSMMM	0.05	0.01	0.04	0.91
scientific text	Linguistics	0.00	0.62	0.38	0.00
target vocabulary	Linguistics	0.00	0.90	0.07	0.03
chi-squared value	DSMMM	0.32	0.00	0.00	0.68
mobile robot	TechTool	0.72	0.01	0.27	0.00
relevance theory	other	0.02	0.05	0.66	0.27
acoustics-based caller id	TechTool	0.83	0.02	0.11	0.05
sentence formation	TechTool	0.80	0.11	0.06	0.04
lexical categories	Linguistics	0.00	0.64	0.36	0.00
e-mail system	TechTool	0.58	0.06	0.36	0.00
online perceptron	TechTool	0.99	0.00	0.01	0.00
polynomial approximation	TechTool	0.55	0.00	0.01	0.44
noise reduction	TechTool	0.45	0.00	0.17	0.39
system debugging	TechTool	0.99	0.00	0.01	0.00
car navigation	TechTool	0.97	0.00	0.01	0.02
annotate datum	Linguistics	0.21	0.42	0.26	0.10
dp-match driven transducer	TechTool	0.80	0.00	0.01	0.19
second order context	TechTool	0.75	0.00	0.24	0.00
structural recognition	TechTool	0.92	0.00	0.08	0.00
top-down filtering	TechTool	0.71	0.00	0.00	0.29
n-best re-ranking	TechTool	0.83	0.01	0.13	0.02
dynanfic lambda calculus	TechTool	0.93	0.05	0.01	0.01
sentence level evaluation	DSMMM	0.04	0.00	0.05	0.91
string comparison	TechTool	0.92	0.00	0.08	0.00
evaluation framework	TechTool	0.92	0.00	0.00	0.07
domain-specific noun	Linguistics	0.29	0.69	0.02	0.00
parameter-free smoothing	TechTool	0.98	0.00	0.01	0.01
grammar framework	TechTool	0.98	0.02	0.00	0.00
adaptive text compression	TechTool	0.94	0.00	0.05	0.01
natural conversation	other	0.16	0.16	0.67	0.00
nlpr-ti corpus	Linguistics	0.12	0.86	0.01	0.01
voice quality estimation	DSMMM	0.20	0.00	0.00	0.80
comparative anaphora	TechTool	0.73	0.16	0.11	0.00
re-estimation smoothing	TechTool	0.95	0.00	0.00	0.05
mass-market deployment	TechTool	0.56	0.38	0.01	0.05
ungrammatical input	other	0.03	0.13	0.84	0.00
deleted-estimation interpolation	TechTool	0.98	0.00	0.00	0.02
linguistic intention	other	0.03	0.13	0.82	0.02
bidirectional parsing	TechTool	0.99	0.00	0.01	0.00
tag context	TechTool	0.45	0.15	0.39	0.00
lterative clustering	TechTool	0.51	0.20	0.14	0.15
name-variation generation	TechTool	0.92	0.01	0.02	0.05
large constituent inhibition	TechTool	0.55	0.01	0.43	0.00
exceptional case marking	TechTool	0.65	0.01	0.33	0.02
levenshtein edit-distance	DSMMM	0.09	0.00	0.01	0.90
textual similarity	DSMMM	0.00	0.00	0.25	0.75
category acquisition	TechTool	0.96	0.00	0.03	0.00
meeting summarization	TechTool	0.92	0.04	0.04	0.00
class labeling	TechTool	0.81	0.16	0.02	0.00
btec corpus	Linguistics	0.00	0.97	0.00	0.02
relation path alignment	TechTool	0.75	0.00	0.08	0.17
word n-gram model	DSMMM	0.01	0.05	0.00	0.94
lcs-marine	TechTool	0.95	0.03	0.01	0.01
heuristic initial word identification	TechTool	0.96	0.00	0.03	0.01
controlled language	TechTool	0.55	0.00	0.41	0.04
constituency information	other	0.01	0.00	0.98	0.00
stepwise search	TechTool	0.93	0.00	0.01	0.05
negative relevance feedback	other	0.12	0.00	0.80	0.08
semantic compatibility	DSMMM	0.23	0.00	0.12	0.65
sql query refinement	TechTool	0.93	0.00	0.05	0.02
discourse construction	TechTool	0.67	0.02	0.31	0.00
graph-based centrality	DSMMM	0.24	0.00	0.01	0.75
morpho-syntactic parser	TechTool	0.97	0.01	0.01	0.01
sense classification	TechTool	0.97	0.02	0.01	0.00
backoff smoothing	TechTool	0.80	0.00	0.00	0.20
hri dialog management	TechTool	0.96	0.03	0.02	0.00
tree adjoining grammar	TechTool	0.52	0.43	0.01	0.04
chinese unknown word identification	TechTool	0.79	0.17	0.03	0.01
surveillance	TechTool	0.66	0.07	0.20	0.07
phonemic utterance	other	0.03	0.05	0.84	0.07
italian-english speech translation	TechTool	0.55	0.42	0.02	0.01
human machine interface	TechTool	0.91	0.00	0.08	0.01
thematic system	TechTool	0.75	0.25	0.00	0.00
pronominal interpretation	TechTool	0.82	0.02	0.16	0.00
inverted indexing	TechTool	0.96	0.00	0.00	0.04
noun-phrase chunker	TechTool	0.74	0.24	0.00	0.02
text-based classification	TechTool	0.98	0.00	0.01	0.01
system development and tuning	TechTool	0.82	0.00	0.18	0.00
error-driven training	TechTool	0.91	0.00	0.02	0.07
voice dialing and messaging	TechTool	0.50	0.00	0.49	0.01
temporal references	other	0.11	0.00	0.88	0.00
information access dialogue	other	0.49	0.00	0.51	0.00
local grammar formalism	TechTool	0.76	0.00	0.01	0.23
automated article generation	TechTool	0.98	0.01	0.01	0.00
dependency structure analysis	TechTool	0.91	0.02	0.02	0.05
nger parsing	TechTool	0.96	0.00	0.02	0.02
word alignments	Linguistics	0.01	0.77	0.05	0.16
turn duration	DSMMM	0.00	0.00	0.41	0.58
punctuation information	other	0.01	0.01	0.98	0.00
morphological knowledge	other	0.03	0.02	0.96	0.00
structure building	TechTool	0.95	0.00	0.02	0.03
focusrelevant prosody	Linguistics	0.08	0.52	0.36	0.04
perceptron algorithm	TechTool	0.99	0.00	0.00	0.00
earth observation systems	TechTool	0.69	0.01	0.22	0.08
complete parse	TechTool	0.77	0.13	0.07	0.03
transfer event	TechTool	0.92	0.01	0.01	0.06
term distribution modelling	DSMMM	0.11	0.00	0.00	0.88
automatic checking	TechTool	0.92	0.00	0.00	0.08
database query translator	TechTool	0.71	0.01	0.25	0.03
terminology phrase extraction	TechTool	0.89	0.06	0.00	0.06
non-pronoun resolution	TechTool	0.87	0.01	0.11	0.01
parallel computer	Linguistics	0.43	0.55	0.02	0.00
chinese grammar induction	TechTool	0.97	0.00	0.01	0.02
contextual spelling	TechTool	0.75	0.03	0.22	0.00
likelihood estimate	DSMMM	0.00	0.00	0.00	1.00
phonological rules	other	0.41	0.00	0.55	0.04
data compression	DSMMM	0.45	0.00	0.08	0.47
lattice pruning and parsing	TechTool	0.84	0.00	0.00	0.16
gtadual approximation	DSMMM	0.26	0.25	0.22	0.26
parsing accuracy	DSMMM	0.00	0.00	0.00	1.00
pipelining	TechTool	0.62	0.11	0.18	0.09
logic-based parser-acquisition	TechTool	1.00	0.00	0.00	0.00
nl understanding	TechTool	0.97	0.00	0.02	0.01
subject-verb number agreement	Linguistics	0.01	0.77	0.16	0.06
co-occurrence algorithm	TechTool	0.93	0.00	0.03	0.04
dictionary-based word segmentation	TechTool	0.85	0.12	0.00	0.03
perceptron-like splitting	TechTool	0.98	0.00	0.00	0.01
constraint propagation	TechTool	0.90	0.00	0.01	0.09
sentence prediction	TechTool	0.54	0.00	0.00	0.46
preclassified training corpus	Linguistics	0.01	0.97	0.00	0.02
kana-kanji translation system	TechTool	0.80	0.18	0.01	0.01
japanese compound	Linguistics	0.01	0.97	0.00	0.01
inultidilnensional parsing	TechTool	0.73	0.07	0.09	0.10
trigram-based classification	TechTool	0.88	0.00	0.00	0.11
morphological processing	TechTool	0.92	0.00	0.08	0.00
10-fold validation procedure	TechTool	0.93	0.01	0.06	0.00
predicate focus	Linguistics	0.00	0.44	0.43	0.13
synonymous word extraction	TechTool	0.65	0.34	0.00	0.01
preposition interpretation	Linguistics	0.48	0.49	0.02	0.00
automatic thesaurus construction	TechTool	0.98	0.01	0.01	0.00
spoken dialogue systems	TechTool	0.95	0.03	0.02	0.00
case-analysis module	TechTool	0.96	0.00	0.02	0.01
training cor pus	Linguistics	0.24	0.58	0.16	0.01
noise removal	TechTool	0.55	0.00	0.37	0.07
lfg f-structure	DSMMM	0.37	0.14	0.02	0.47
semiring	TechTool	0.57	0.11	0.10	0.22
word memorization	Linguistics	0.29	0.37	0.02	0.31
language understanding process	other	0.19	0.00	0.79	0.02
tagset	TechTool	0.65	0.09	0.16	0.10
hmm-based continuous speech recognition	TechTool	0.97	0.00	0.01	0.01
ftp server	other	0.46	0.01	0.53	0.00
technologies	TechTool	0.62	0.08	0.23	0.07
specialised interpreter	TechTool	0.97	0.01	0.01	0.02
domain scoring	TechTool	0.76	0.00	0.04	0.19
block reordering	TechTool	0.86	0.00	0.00	0.13
annealing search	TechTool	0.97	0.00	0.00	0.03
bottom-up parse	TechTool	0.68	0.01	0.01	0.30
eigenvector	TechTool	0.61	0.12	0.14	0.13
transfer module	TechTool	0.98	0.00	0.01	0.01
word recognition	TechTool	0.97	0.00	0.01	0.01
disanabiguation	TechTool	0.61	0.12	0.14	0.13
word sense model	DSMMM	0.05	0.11	0.00	0.83
adjective classification	TechTool	0.84	0.14	0.00	0.02
spoken natural language	Linguistics	0.33	0.64	0.03	0.00
graph-based optimization	TechTool	0.81	0.00	0.00	0.19
documentstructuring	TechTool	0.61	0.12	0.14	0.13
confusion probability	DSMMM	0.00	0.00	0.07	0.93
dynamic language model combination	TechTool	0.75	0.00	0.01	0.24
table searching	DSMMM	0.15	0.00	0.35	0.50
distributed agent	TechTool	0.81	0.00	0.19	0.00
supervised majority classifier	TechTool	0.99	0.01	0.00	0.00
lazy expansion	TechTool	0.97	0.00	0.00	0.03
energy posture shift	DSMMM	0.00	0.00	0.42	0.58
dominance graph	DSMMM	0.35	0.00	0.00	0.65
hierarchical phrase analysis	TechTool	0.98	0.00	0.01	0.01
natural language production	TechTool	0.79	0.00	0.21	0.00
flat-based classification	TechTool	0.97	0.00	0.00	0.03
user-needs analysis	TechTool	0.89	0.05	0.04	0.02
english writing	TechTool	0.71	0.01	0.28	0.00
natural language query	TechTool	0.70	0.10	0.18	0.01
linguistically sophisticated representation	TechTool	0.91	0.00	0.06	0.02
matrix inversion	TechTool	0.82	0.00	0.09	0.08
binary split	other	0.40	0.00	0.56	0.04
semantic verb classification	TechTool	0.79	0.19	0.02	0.01
lexical-cohesion	TechTool	0.58	0.01	0.41	0.00
film summary	Linguistics	0.12	0.64	0.13	0.10
phrase level classification	TechTool	0.72	0.00	0.01	0.26
maximum likelihood estimation	TechTool	0.59	0.00	0.00	0.41
language model ( lms )	DSMMM	0.34	0.01	0.01	0.65
character-based bitext mapping	TechTool	0.78	0.00	0.02	0.19
spoken document retrieval	TechTool	0.98	0.02	0.00	0.00
cooccurrence statistics	DSMMM	0.05	0.00	0.01	0.94
class-dependent interpolation	TechTool	0.92	0.02	0.01	0.05
nontermination problem	other	0.02	0.00	0.98	0.00
unigram	TechTool	0.49	0.11	0.26	0.14
verb hierarchy	Linguistics	0.00	0.87	0.02	0.12
identiflcation	TechTool	0.72	0.08	0.10	0.09
headed clustering	TechTool	0.99	0.00	0.00	0.01
phrase construction system	TechTool	0.98	0.01	0.00	0.01
tree node	DSMMM	0.01	0.03	0.02	0.94
atn recognition	TechTool	0.99	0.00	0.01	0.00
phonotactic grammar	TechTool	0.73	0.11	0.01	0.15
configuration management	TechTool	0.95	0.04	0.01	0.00
epistemological status	other	0.02	0.25	0.68	0.05
company name parser	TechTool	0.56	0.44	0.00	0.00
giati technique	TechTool	0.98	0.00	0.02	0.01
english query	Linguistics	0.32	0.52	0.04	0.11
noun compound bracketing	Linguistics	0.17	0.79	0.00	0.05
collocational expression	DSMMM	0.04	0.03	0.04	0.89
pos distribution	DSMMM	0.05	0.15	0.01	0.79
typed unification	TechTool	0.98	0.00	0.01	0.01
method	other	0.21	0.23	0.29	0.27
syntactic parallelism	other	0.15	0.00	0.78	0.06
summary decomposition	TechTool	0.55	0.00	0.06	0.39
rule-based and example base machine translation module	TechTool	0.87	0.00	0.11	0.01
syllabic writing	TechTool	0.73	0.00	0.25	0.02
requestors	TechTool	0.50	0.11	0.27	0.12
icophone vi	DSMMM	0.19	0.10	0.25	0.46
grammar compaction	TechTool	0.89	0.02	0.04	0.04
language-independent lookup code	TechTool	0.96	0.01	0.01	0.01
